-1,-1
7,15,1,758.98,257.51,105.27,89.152,2.4377,2,778.52,247.25,105.78,88.252,2.3684,3,794.84,242.1,104.47,86.65,2.1188,4,812.12,240.9,107.66,85.89,2.1632,5,829.06,240.17,108.27,85.027,2.1248,6,844.27,240.08,110.8,83.777,2.1012,7,859.43,240.52,112.56,82.443,2.0848,8,872.59,241.42,114.78,81.318,2.0638,9,885.19,243.21,116.74,80.39,2.0453,10,896.45,247.19,119.01,79.308,2.0288,11,908.4,250.6,116.72,77.551,1.977,12,917.45,259.19,118.73,76.599,1.9719,13,926.69,270.42,121.4,75.734,1.954,14,936.12,282.88,123.63,74.336,1.9535,15,946.34,296.67,126.16,73.614,1.9455,217.65,220.09,202.27
