-1,-1
5,15,1,623.29,158.71,132.71,109.93,3.7129,2,641.44,149.94,134.19,110.18,3.6888,3,636.72,127.91,113.21,95.62,2.2765,4,653.45,126.41,113.99,99.519,2.2817,5,667.55,127.14,114.31,102.83,2.2961,6,680.46,129.24,115.4,105.58,2.35,7,694.11,131.13,115.92,108.11,2.4023,8,705.52,133.09,117.11,110.02,2.4515,9,716.56,139.69,118.16,113.87,2.5298,10,726.54,144.87,119.95,115.42,2.7011,11,735.7,152.39,122,117.94,2.8832,12,741.81,158.62,124.82,116.72,2.7391,13,749.8,170.99,126.84,119.28,2.8374,14,758.18,182.17,129.14,119.54,2.9273,15,765.97,192.09,131.84,118.96,2.9527,219.37,223.91,202.37
