-1,-1
5,15,1,623.29,158.71,132.71,109.93,3.7129,2,641.44,149.94,134.19,110.18,3.6888,3,636.72,127.91,113.21,95.62,2.2765,4,653.45,126.41,113.99,99.519,2.2817,5,667.55,127.14,114.31,102.83,2.2961,6,680.46,129.24,115.4,105.58,2.35,7,694.11,131.13,115.92,108.11,2.4023,8,705.52,133.09,117.11,110.02,2.4515,9,716.56,139.69,118.16,113.87,2.5298,10,726.54,144.87,119.95,115.42,2.7011,11,735.7,152.39,122,117.94,2.8832,12,741.81,158.62,124.82,116.72,2.7391,13,749.8,170.99,126.84,119.28,2.8374,14,758.18,182.17,129.14,119.54,2.9273,15,765.97,192.09,131.84,118.96,2.9527,219.37,223.91,202.37
7,15,1,758.98,257.51,105.27,89.152,2.4377,2,778.52,247.25,105.78,88.252,2.3684,3,794.84,242.1,104.47,86.65,2.1188,4,812.12,240.9,107.66,85.89,2.1632,5,829.06,240.17,108.27,85.027,2.1248,6,844.27,240.08,110.8,83.777,2.1012,7,859.43,240.52,112.56,82.443,2.0848,8,872.59,241.42,114.78,81.318,2.0638,9,885.19,243.21,116.74,80.39,2.0453,10,896.45,247.19,119.01,79.308,2.0288,11,908.4,250.6,116.72,77.551,1.977,12,917.45,259.19,118.73,76.599,1.9719,13,926.69,270.42,121.4,75.734,1.954,14,936.12,282.88,123.63,74.336,1.9535,15,946.34,296.67,126.16,73.614,1.9455,217.65,220.09,202.27
